,Kod,Isim,ForexBuying,ForexSelling,BanknoteBuying,BanknoteSelling,CrossRateUSD,CrossRateOther,Tarih
14981,CNY,ÇİN YUANI,2.6198,2.6541,,,7.0531,,2022-11-14
14982,IRR,İRAN RİYALİ,0.04399,0.04457,,,42000,,2022-11-14
14983,RUB,RUS RUBLESİ,0.30602,0.31003,,,60.38,,2022-11-14
14984,RON,RUMEN LEYİ,3.8910,3.9419,,,4.7488,,2022-11-14
14985,BGN,BULGAR LEVASI,9.7443,9.8718,,,1.8963,,2022-11-14
14986,JPY,JAPON YENİ,13.2393,13.3270,13.1903,13.3776,140.02,,2022-11-14
14987,SAR,SUUDİ ARABİSTAN RİYALİ,4.9432,4.9521,4.9061,4.9893,3.7591,,2022-11-14
14988,KWD,KUVEYT DİNARI,60.0171,60.8024,59.1168,61.7144,,3.2481,2022-11-14
14989,CAD,KANADA DOLARI,13.9763,14.0393,13.9245,14.0926,1.3277,,2022-11-14
14990,SEK,İSVEÇ KRONU,1.7764,1.7948,1.7751,1.7989,10.42,,2022-11-14
14991,CHF,İSVİÇRE FRANGI,19.5958,19.7216,19.5664,19.7512,0.9461,,2022-11-14
14992,GBP,İNGİLİZ STERLİNİ,21.8593,21.9733,21.8440,22.0062,,1.1784,2022-11-14
14993,EUR,EURO,19.1661,19.2006,19.1527,19.2294,,1.0314,2022-11-14
14994,DKK,DANİMARKA KRONU,2.5724,2.5851,2.5706,2.5910,7.2123,,2022-11-14
14995,AUD,AVUSTRALYA DOLARI,12.3931,12.4739,12.3361,12.5487,1.4958,,2022-11-14
14996,USD,ABD DOLARI,18.5819,18.6153,18.5688,18.6433,,,2022-11-14
14997,NOK,NORVEÇ KRONU,1.8586,1.8711,1.8573,1.8754,9.9733,,2022-11-14
14998,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0307,5.0965,,,3.6730,,2022-11-14
14999,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.4687,,,,,1.31530,2022-11-15
15000,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0319,5.0977,,,3.6730,,2022-11-15
15001,KRW,GÜNEY KORE WONU,0.01408,0.01426,,,1313,,2022-11-15
15002,USD,ABD DOLARI,18.5864,18.6199,18.5734,18.6479,,,2022-11-15
15003,AUD,AVUSTRALYA DOLARI,12.5173,12.5989,12.4597,12.6745,1.4814,,2022-11-15
15004,DKK,DANİMARKA KRONU,2.5945,2.6072,2.5927,2.6132,7.1528,,2022-11-15
15005,EUR,EURO,19.3327,19.3675,19.3192,19.3966,,1.0402,2022-11-15
15006,GBP,İNGİLİZ STERLİNİ,21.9675,22.0820,21.9521,22.1152,,1.1839,2022-11-15
15007,CHF,İSVİÇRE FRANGI,19.7203,19.8469,19.6907,19.8767,0.9403,,2022-11-15
15008,SEK,İSVEÇ KRONU,1.7814,1.7998,1.7801,1.8040,10.39,,2022-11-15
15009,CAD,KANADA DOLARI,13.9852,14.0482,13.9334,14.1016,1.3272,,2022-11-15
15010,KWD,KUVEYT DİNARI,60.0509,60.8367,59.1501,61.7492,,3.2491,2022-11-15
15011,NOK,NORVEÇ KRONU,1.8637,1.8762,1.8624,1.8805,9.9484,,2022-11-15
15012,SAR,SUUDİ ARABİSTAN RİYALİ,4.9450,4.9539,4.9079,4.9911,3.7586,,2022-11-15
15013,JPY,JAPON YENİ,13.2938,13.3819,13.2446,13.4327,139.48,,2022-11-15
15014,BGN,BULGAR LEVASI,9.8270,9.9556,,,1.8808,,2022-11-15
15015,RON,RUMEN LEYİ,3.9188,3.9701,,,4.7163,,2022-11-15
15016,RUB,RUS RUBLESİ,0.30639,0.31040,,,60.32,,2022-11-15
15017,IRR,İRAN RİYALİ,0.04401,0.04458,,,42000,,2022-11-15
15018,CNY,ÇİN YUANI,2.6258,2.6602,,,7.0387,,2022-11-15
15019,PKR,PAKİSTAN RUPİSİ,0.08335,0.08444,,,221.75,,2022-11-15
15020,QAR,KATAR RİYALİ,5.0582,5.1244,,,3.6539,,2022-11-15
15021,AZN,AZERBAYCAN YENİ MANATI,10.8687,11.0109,,,1.7005,,2022-11-15
15022,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.4731,,,,,1.31517,2022-11-16
15023,SAR,SUUDİ ARABİSTAN RİYALİ,4.9468,4.9557,4.9097,4.9929,3.7583,,2022-11-16
15024,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0333,5.0991,,,3.6730,,2022-11-16
15025,AUD,AVUSTRALYA DOLARI,12.5643,12.6462,12.5065,12.7221,1.4762,,2022-11-16
15026,DKK,DANİMARKA KRONU,2.5976,2.6103,2.5957,2.6163,7.1462,,2022-11-16
15027,EUR,EURO,19.3524,19.3873,19.3389,19.4164,,1.0409,2022-11-16
15028,GBP,İNGİLİZ STERLİNİ,22.0795,22.1946,22.0641,22.2279,,1.1896,2022-11-16
15029,CHF,İSVİÇRE FRANGI,19.7046,19.8311,19.6750,19.8609,0.9413,,2022-11-16
15030,SEK,İSVEÇ KRONU,1.7742,1.7926,1.7730,1.7967,10.43,,2022-11-16
15031,CAD,KANADA DOLARI,14.0072,14.0704,13.9554,14.1239,1.3255,,2022-11-16
15032,KWD,KUVEYT DİNARI,60.0603,60.8462,59.1594,61.7589,,3.2487,2022-11-16
15033,NOK,NORVEÇ KRONU,1.8626,1.8751,1.8613,1.8794,9.9571,,2022-11-16
15034,AZN,AZERBAYCAN YENİ MANATI,10.8717,11.0140,,,1.7005,,2022-11-16
15035,JPY,JAPON YENİ,13.2972,13.3852,13.2480,13.4361,139.48,,2022-11-16
15036,BGN,BULGAR LEVASI,9.8397,9.9684,,,1.8789,,2022-11-16
15037,RON,RUMEN LEYİ,3.9124,3.9636,,,4.7253,,2022-11-16
15038,RUB,RUS RUBLESİ,0.30628,0.31029,,,60.36,,2022-11-16
15039,IRR,İRAN RİYALİ,0.04402,0.04459,,,42000,,2022-11-16
15040,CNY,ÇİN YUANI,2.6118,2.6460,,,7.0783,,2022-11-16
15041,PKR,PAKİSTAN RUPİSİ,0.08321,0.08430,,,222.17,,2022-11-16
15042,QAR,KATAR RİYALİ,5.0532,5.1193,,,3.6586,,2022-11-16
15043,KRW,GÜNEY KORE WONU,0.01398,0.01416,,,1323,,2022-11-16
15044,USD,ABD DOLARI,18.5916,18.6251,18.5785,18.6530,,,2022-11-16
15045,USD,ABD DOLARI,18.5959,18.6294,18.5829,18.6573,,,2022-11-17
15046,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.4248,,,,,1.31227,2022-11-17
15047,AZN,AZERBAYCAN YENİ MANATI,10.8742,11.0165,,,1.7005,,2022-11-17
15048,AUD,AVUSTRALYA DOLARI,12.4418,12.5230,12.3846,12.5981,1.4911,,2022-11-17
15049,DKK,DANİMARKA KRONU,2.5881,2.6009,2.5863,2.6068,7.1739,,2022-11-17
15050,EUR,EURO,19.2822,19.3170,19.2687,19.3459,,1.0369,2022-11-17
15051,GBP,İNGİLİZ STERLİNİ,22.0848,22.1999,22.0693,22.2332,,1.1896,2022-11-17
15052,CHF,İSVİÇRE FRANGI,19.5940,19.7198,19.5646,19.7494,0.9469,,2022-11-17
15053,SEK,İSVEÇ KRONU,1.7568,1.7750,1.7556,1.7791,10.54,,2022-11-17
15054,CAD,KANADA DOLARI,13.9153,13.9780,13.8638,14.0312,1.3346,,2022-11-17
15055,KWD,KUVEYT DİNARI,60.0801,60.8663,59.1789,61.7793,,3.2490,2022-11-17
15056,NOK,NORVEÇ KRONU,1.8416,1.8539,1.8403,1.8582,10.07,,2022-11-17
15057,SAR,SUUDİ ARABİSTAN RİYALİ,4.9476,4.9565,4.9105,4.9937,3.7586,,2022-11-17
15058,JPY,JAPON YENİ,13.2868,13.3748,13.2376,13.4256,139.62,,2022-11-17
15059,BGN,BULGAR LEVASI,9.8032,9.9315,,,1.8863,,2022-11-17
15060,RON,RUMEN LEYİ,3.8958,3.9467,,,4.7466,,2022-11-17
15061,RUB,RUS RUBLESİ,0.30613,0.31014,,,60.40,,2022-11-17
15062,IRR,İRAN RİYALİ,0.04403,0.04460,,,42000,,2022-11-17
15063,CNY,ÇİN YUANI,2.5905,2.6244,,,7.1383,,2022-11-17
15064,PKR,PAKİSTAN RUPİSİ,0.08309,0.08417,,,222.56,,2022-11-17
15065,QAR,KATAR RİYALİ,5.0434,5.1094,,,3.6665,,2022-11-17
15066,KRW,GÜNEY KORE WONU,0.01377,0.01395,,,1343,,2022-11-17
15067,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0345,5.1004,,,3.6730,,2022-11-17
15068,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.4304,,,,,1.31267,2022-11-18
15069,SAR,SUUDİ ARABİSTAN RİYALİ,4.9473,4.9562,4.9102,4.9934,3.7585,,2022-11-18
15070,AZN,AZERBAYCAN YENİ MANATI,10.8734,11.0157,,,1.7005,,2022-11-18
15071,USD,ABD DOLARI,18.5945,18.6280,18.5815,18.6560,,,2022-11-18
15072,AUD,AVUSTRALYA DOLARI,12.4510,12.5322,12.3937,12.6074,1.4899,,2022-11-18
15073,DKK,DANİMARKA KRONU,2.5885,2.6012,2.5867,2.6072,7.1723,,2022-11-18
15074,EUR,EURO,19.2842,19.3190,19.2707,19.3479,,1.0371,2022-11-18
15075,GBP,İNGİLİZ STERLİNİ,22.1153,22.2306,22.0999,22.2640,,1.1914,2022-11-18
15076,CHF,İSVİÇRE FRANGI,19.4961,19.6213,19.4669,19.6507,0.9516,,2022-11-18
15077,SEK,İSVEÇ KRONU,1.7469,1.7650,1.7457,1.7691,10.60,,2022-11-18
15078,CAD,KANADA DOLARI,13.9270,13.9899,13.8755,14.0430,1.3333,,2022-11-18
15079,KWD,KUVEYT DİNARI,60.0780,60.8641,59.1768,61.7770,,3.2492,2022-11-18
15080,NOK,NORVEÇ KRONU,1.8349,1.8473,1.8336,1.8515,10.11,,2022-11-18
15081,JPY,JAPON YENİ,13.2589,13.3467,13.2098,13.3974,139.91,,2022-11-18
15082,BGN,BULGAR LEVASI,9.8048,9.9331,,,1.8858,,2022-11-18
15083,RON,RUMEN LEYİ,3.8856,3.9365,,,4.7587,,2022-11-18
15084,RUB,RUS RUBLESİ,0.30605,0.31006,,,60.42,,2022-11-18
15085,IRR,İRAN RİYALİ,0.04402,0.04460,,,42000,,2022-11-18
15086,CNY,ÇİN YUANI,2.5968,2.6307,,,7.1205,,2022-11-18
15087,PKR,PAKİSTAN RUPİSİ,0.08250,0.08358,,,224.13,,2022-11-18
15088,QAR,KATAR RİYALİ,5.0545,5.1206,,,3.6582,,2022-11-18
15089,KRW,GÜNEY KORE WONU,0.01381,0.01399,,,1339,,2022-11-18
15090,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0341,5.0999,,,3.6730,,2022-11-18
15091,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.2962,,,,,1.30522,2022-11-21
15092,SAR,SUUDİ ARABİSTAN RİYALİ,4.9483,4.9572,4.9112,4.9944,3.7584,,2022-11-21
15093,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0350,5.1009,,,3.6730,,2022-11-21
15094,USD,ABD DOLARI,18.5979,18.6314,18.5849,18.6593,,,2022-11-21
15095,AUD,AVUSTRALYA DOLARI,12.2952,12.3754,12.2387,12.4496,1.5091,,2022-11-21
15096,DKK,DANİMARKA KRONU,2.5578,2.5703,2.5560,2.5762,7.2599,,2022-11-21
15097,EUR,EURO,19.0548,19.0891,19.0414,19.1177,,1.0246,2022-11-21
15098,GBP,İNGİLİZ STERLİNİ,21.9328,22.0471,21.9174,22.0802,,1.1813,2022-11-21
15099,CHF,İSVİÇRE FRANGI,19.3748,19.4992,19.3457,19.5284,0.9577,,2022-11-21
15100,SEK,İSVEÇ KRONU,1.7267,1.7445,1.7255,1.7486,10.73,,2022-11-21
15101,CAD,KANADA DOLARI,13.8333,13.8957,13.7822,13.9485,1.3426,,2022-11-21
15102,KWD,KUVEYT DİNARI,60.0037,60.7889,59.1037,61.7007,,3.2446,2022-11-21
15103,NOK,NORVEÇ KRONU,1.8081,1.8203,1.8069,1.8245,10.26,,2022-11-21
15104,JPY,JAPON YENİ,13.1232,13.2101,13.0746,13.2603,141.38,,2022-11-21
15105,BGN,BULGAR LEVASI,9.6867,9.8135,,,1.9092,,2022-11-21
15106,RON,RUMEN LEYİ,3.8341,3.8843,,,4.8235,,2022-11-21
15107,RUB,RUS RUBLESİ,0.30411,0.30809,,,60.81,,2022-11-21
15108,IRR,İRAN RİYALİ,0.04403,0.04461,,,42000,,2022-11-21
15109,CNY,ÇİN YUANI,2.5813,2.6150,,,7.1646,,2022-11-21
15110,PKR,PAKİSTAN RUPİSİ,0.08242,0.08350,,,224.38,,2022-11-21
15111,QAR,KATAR RİYALİ,5.0544,5.1205,,,3.6589,,2022-11-21
15112,KRW,GÜNEY KORE WONU,0.01362,0.01380,,,1358,,2022-11-21
15113,AZN,AZERBAYCAN YENİ MANATI,10.8754,11.0177,,,1.7005,,2022-11-21
15114,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.3300,,,,,1.30665,2022-11-22
15115,USD,ABD DOLARI,18.6033,18.6369,18.5903,18.6648,,,2022-11-22
15116,AZN,AZERBAYCAN YENİ MANATI,10.8786,11.0210,,,1.7005,,2022-11-22
15117,QAR,KATAR RİYALİ,5.0556,5.1218,,,3.6591,,2022-11-22
15118,PKR,PAKİSTAN RUPİSİ,0.08245,0.08353,,,224.38,,2022-11-22
15119,CNY,ÇİN YUANI,2.5893,2.6232,,,7.1445,,2022-11-22
15120,IRR,İRAN RİYALİ,0.04405,0.04462,,,42000,,2022-11-22
15121,RUB,RUS RUBLESİ,0.30485,0.30884,,,60.68,,2022-11-22
15122,RON,RUMEN LEYİ,3.8502,3.9006,,,4.8047,,2022-11-22
15123,BGN,BULGAR LEVASI,9.7110,9.8381,,,1.9050,,2022-11-22
15124,JPY,JAPON YENİ,13.1111,13.1979,13.0626,13.2481,141.55,,2022-11-22
15125,SAR,SUUDİ ARABİSTAN RİYALİ,4.9498,4.9587,4.9126,4.9959,3.7584,,2022-11-22
15126,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0365,5.1024,,,3.6730,,2022-11-22
15127,NOK,NORVEÇ KRONU,1.8173,1.8295,1.8160,1.8337,10.21,,2022-11-22
15128,KWD,KUVEYT DİNARI,60.0301,60.8156,59.1296,61.7278,,3.2450,2022-11-22
15129,CAD,KANADA DOLARI,13.8511,13.9136,13.7999,13.9665,1.3413,,2022-11-22
15130,SEK,İSVEÇ KRONU,1.7343,1.7522,1.7331,1.7563,10.68,,2022-11-22
15131,CHF,İSVİÇRE FRANGI,19.4136,19.5382,19.3845,19.5675,0.9561,,2022-11-22
15132,GBP,İNGİLİZ STERLİNİ,22.0119,22.1267,21.9965,22.1599,,1.1852,2022-11-22
15133,EUR,EURO,19.1000,19.1345,19.0867,19.1632,,1.0267,2022-11-22
15134,DKK,DANİMARKA KRONU,2.5640,2.5766,2.5622,2.5825,7.2444,,2022-11-22
15135,AUD,AVUSTRALYA DOLARI,12.3058,12.3860,12.2492,12.4603,1.5082,,2022-11-22
15136,KRW,GÜNEY KORE WONU,0.01365,0.01383,,,1355,,2022-11-22
15137,USD,ABD DOLARI,18.6062,18.6397,18.5932,18.6677,,,2022-11-23
15138,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0373,5.1032,,,3.6730,,2022-11-23
15139,AZN,AZERBAYCAN YENİ MANATI,10.8803,11.0227,,,1.7005,,2022-11-23
15140,AUD,AVUSTRALYA DOLARI,12.3465,12.4270,12.2897,12.5016,1.5035,,2022-11-23
15141,DKK,DANİMARKA KRONU,2.5788,2.5914,2.5769,2.5974,7.2040,,2022-11-23
15142,EUR,EURO,19.2101,19.2447,19.1967,19.2736,,1.0325,2022-11-23
15143,GBP,İNGİLİZ STERLİNİ,22.1243,22.2396,22.1088,22.2730,,1.1911,2022-11-23
15144,CHF,İSVİÇRE FRANGI,19.5104,19.6357,19.4812,19.6652,0.9515,,2022-11-23
15145,SEK,İSVEÇ KRONU,1.7476,1.7657,1.7463,1.7697,10.60,,2022-11-23
15146,CAD,KANADA DOLARI,13.8753,13.9379,13.8239,13.9908,1.3392,,2022-11-23
15147,KWD,KUVEYT DİNARI,60.0773,60.8635,59.1762,61.7764,,3.2471,2022-11-23
15148,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.3809,,,,,1.30918,2022-11-23
15149,NOK,NORVEÇ KRONU,1.8437,1.8561,1.8424,1.8604,10.07,,2022-11-23
15150,BGN,BULGAR LEVASI,9.7665,9.8943,,,1.8944,,2022-11-23
15151,RON,RUMEN LEYİ,3.8688,3.9194,,,4.7824,,2022-11-23
15152,RUB,RUS RUBLESİ,0.30559,0.30959,,,60.54,,2022-11-23
15153,IRR,İRAN RİYALİ,0.04405,0.04463,,,42000,,2022-11-23
15154,CNY,ÇİN YUANI,2.5857,2.6195,,,7.1556,,2022-11-23
15155,PKR,PAKİSTAN RUPİSİ,0.08249,0.08357,,,224.30,,2022-11-23
15156,QAR,KATAR RİYALİ,5.0538,5.1199,,,3.6610,,2022-11-23
15157,KRW,GÜNEY KORE WONU,0.01368,0.01386,,,1352,,2022-11-23
15158,JPY,JAPON YENİ,13.1330,13.2200,13.0844,13.2702,141.34,,2022-11-23
15159,SAR,SUUDİ ARABİSTAN RİYALİ,4.9503,4.9592,4.9132,4.9964,3.7586,,2022-11-23
15160,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.5066,,,,,1.31606,2022-11-24
15161,AZN,AZERBAYCAN YENİ MANATI,10.8793,11.0216,,,1.7005,,2022-11-24
15162,USD,ABD DOLARI,18.6045,18.6380,18.5914,18.6659,,,2022-11-24
15163,AUD,AVUSTRALYA DOLARI,12.5229,12.6046,12.4653,12.6802,1.4821,,2022-11-24
15164,DKK,DANİMARKA KRONU,2.6010,2.6138,2.5992,2.6198,7.1416,,2022-11-24
15165,EUR,EURO,19.3736,19.4085,19.3601,19.4376,,1.0413,2022-11-24
15166,GBP,İNGİLİZ STERLİNİ,22.4615,22.5786,22.4458,22.6125,,1.2094,2022-11-24
15167,CHF,İSVİÇRE FRANGI,19.6918,19.8182,19.6623,19.8479,0.9426,,2022-11-24
15168,SEK,İSVEÇ KRONU,1.7724,1.7908,1.7712,1.7949,10.45,,2022-11-24
15169,CAD,KANADA DOLARI,13.9187,13.9814,13.8672,14.0346,1.3349,,2022-11-24
15170,KWD,KUVEYT DİNARI,60.1965,60.9842,59.2936,61.8989,,3.2538,2022-11-24
15171,NOK,NORVEÇ KRONU,1.8666,1.8791,1.8653,1.8834,9.9427,,2022-11-24
15172,SAR,SUUDİ ARABİSTAN RİYALİ,4.9507,4.9596,4.9136,4.9968,3.7580,,2022-11-24
15173,JPY,JAPON YENİ,13.3860,13.4746,13.3365,13.5258,138.65,,2022-11-24
15174,BGN,BULGAR LEVASI,9.8504,9.9792,,,1.8781,,2022-11-24
15175,RON,RUMEN LEYİ,3.9066,3.9577,,,4.7356,,2022-11-24
15176,RUB,RUS RUBLESİ,0.30630,0.31031,,,60.40,,2022-11-24
15177,IRR,İRAN RİYALİ,0.04405,0.04462,,,42000,,2022-11-24
15178,CNY,ÇİN YUANI,2.5894,2.6232,,,7.1447,,2022-11-24
15179,PKR,PAKİSTAN RUPİSİ,0.08242,0.08350,,,224.45,,2022-11-24
15180,QAR,KATAR RİYALİ,5.0453,5.1113,,,3.6668,,2022-11-24
15181,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0367,5.1026,,,3.6731,,2022-11-24
15182,KRW,GÜNEY KORE WONU,0.01393,0.01411,,,1328,,2022-11-24
15183,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.4936,,,,,1.31517,2022-11-25
15184,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0374,5.1034,,,3.6731,,2022-11-25
15185,KRW,GÜNEY KORE WONU,0.01393,0.01411,,,1328,,2022-11-25
15186,USD,ABD DOLARI,18.6071,18.6406,18.5941,18.6686,,,2022-11-25
15187,AUD,AVUSTRALYA DOLARI,12.5292,12.6109,12.4715,12.6865,1.4816,,2022-11-25
15188,DKK,DANİMARKA KRONU,2.6003,2.6130,2.5984,2.6190,7.1448,,2022-11-25
15189,EUR,EURO,19.3670,19.4019,19.3535,19.4310,,1.0408,2022-11-25
15190,GBP,İNGİLİZ STERLİNİ,22.4738,22.5909,22.4580,22.6248,,1.2099,2022-11-25
15191,CHF,İSVİÇRE FRANGI,19.6480,19.7741,19.6185,19.8038,0.9448,,2022-11-25
15192,SEK,İSVEÇ KRONU,1.7788,1.7972,1.7776,1.8014,10.42,,2022-11-25
15193,CAD,KANADA DOLARI,13.9211,13.9839,13.8696,14.0371,1.3348,,2022-11-25
15194,KWD,KUVEYT DİNARI,60.1726,60.9600,59.2700,61.8744,,3.2521,2022-11-25
15195,NOK,NORVEÇ KRONU,1.8726,1.8852,1.8713,1.8895,9.9122,,2022-11-25
15196,SAR,SUUDİ ARABİSTAN RİYALİ,4.9520,4.9609,4.9148,4.9981,3.7575,,2022-11-25
15197,JPY,JAPON YENİ,13.3462,13.4346,13.2968,13.4857,139.08,,2022-11-25
15198,BGN,BULGAR LEVASI,9.8468,9.9756,,,1.8791,,2022-11-25
15199,RON,RUMEN LEYİ,3.9124,3.9636,,,4.7293,,2022-11-25
15200,RUB,RUS RUBLESİ,0.30596,0.30996,,,60.48,,2022-11-25
15201,IRR,İRAN RİYALİ,0.04405,0.04463,,,42000,,2022-11-25
15202,CNY,ÇİN YUANI,2.5824,2.6162,,,7.1651,,2022-11-25
15203,PKR,PAKİSTAN RUPİSİ,0.08244,0.08351,,,224.45,,2022-11-25
15204,QAR,KATAR RİYALİ,5.0460,5.1121,,,3.6668,,2022-11-25
15205,AZN,AZERBAYCAN YENİ MANATI,10.8808,11.0232,,,1.7005,,2022-11-25
15206,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.5077,,,,,1.31594,2022-11-28
15207,SAR,SUUDİ ARABİSTAN RİYALİ,4.9518,4.9607,4.9146,4.9979,3.7576,,2022-11-28
15208,AZN,AZERBAYCAN YENİ MANATI,10.8807,11.0231,,,1.7005,,2022-11-28
15209,USD,ABD DOLARI,18.6069,18.6404,18.5939,18.6684,,,2022-11-28
15210,AUD,AVUSTRALYA DOLARI,12.4344,12.5155,12.3772,12.5906,1.4929,,2022-11-28
15211,DKK,DANİMARKA KRONU,2.6056,2.6184,2.6038,2.6244,7.1300,,2022-11-28
15212,EUR,EURO,19.4073,19.4423,19.3937,19.4715,,1.0430,2022-11-28
15213,GBP,İNGİLİZ STERLİNİ,22.4459,22.5629,22.4302,22.5968,,1.2084,2022-11-28
15214,CHF,İSVİÇRE FRANGI,19.6739,19.8002,19.6443,19.8299,0.9436,,2022-11-28
15215,SEK,İSVEÇ KRONU,1.7785,1.7969,1.7772,1.8010,10.42,,2022-11-28
15216,CAD,KANADA DOLARI,13.8270,13.8894,13.7759,13.9422,1.3439,,2022-11-28
15217,KWD,KUVEYT DİNARI,60.1930,60.9806,59.2901,61.8954,,3.2532,2022-11-28
15218,NOK,NORVEÇ KRONU,1.8713,1.8839,1.8700,1.8882,9.9189,,2022-11-28
15219,JPY,JAPON YENİ,13.4511,13.5401,13.4013,13.5916,138.00,,2022-11-28
15220,BGN,BULGAR LEVASI,9.8671,9.9962,,,1.8752,,2022-11-28
15221,RON,RUMEN LEYİ,3.9197,3.9710,,,4.7204,,2022-11-28
15222,RUB,RUS RUBLESİ,0.30456,0.30855,,,60.75,,2022-11-28
15223,IRR,İRAN RİYALİ,0.04405,0.04463,,,42000,,2022-11-28
15224,CNY,ÇİN YUANI,2.5709,2.6045,,,7.1970,,2022-11-28
15225,PKR,PAKİSTAN RUPİSİ,0.08242,0.08350,,,224.48,,2022-11-28
15226,QAR,KATAR RİYALİ,5.0638,5.1301,,,3.6539,,2022-11-28
15227,KRW,GÜNEY KORE WONU,0.01384,0.01402,,,1337,,2022-11-28
15228,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0374,5.1033,,,3.6731,,2022-11-28
15229,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.4777,,,,,1.31383,2022-11-29
15230,SAR,SUUDİ ARABİSTAN RİYALİ,4.9522,4.9611,4.9150,4.9983,3.7588,,2022-11-29
15231,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0393,5.1053,,,3.6731,,2022-11-29
15232,USD,ABD DOLARI,18.6140,18.6475,18.6010,18.6755,,,2022-11-29
15233,AUD,AVUSTRALYA DOLARI,12.4903,12.5718,12.4329,12.6472,1.4868,,2022-11-29
15234,DKK,DANİMARKA KRONU,2.5928,2.6055,2.5910,2.6115,7.1679,,2022-11-29
15235,EUR,EURO,19.3116,19.3464,19.2980,19.3754,,1.0375,2022-11-29
15236,GBP,İNGİLİZ STERLİNİ,22.3285,22.4449,22.3129,22.4786,,1.2016,2022-11-29
15237,CHF,İSVİÇRE FRANGI,19.5632,19.6888,19.5338,19.7183,0.9493,,2022-11-29
15238,SEK,İSVEÇ KRONU,1.7642,1.7825,1.7630,1.7866,10.51,,2022-11-29
15239,CAD,KANADA DOLARI,13.8331,13.8954,13.7819,13.9482,1.3438,,2022-11-29
15240,KWD,KUVEYT DİNARI,60.1856,60.9731,59.2828,61.8877,,3.2516,2022-11-29
15241,NOK,NORVEÇ KRONU,1.8653,1.8779,1.8640,1.8822,9.9545,,2022-11-29
15242,JPY,JAPON YENİ,13.4388,13.5278,13.3891,13.5792,138.18,,2022-11-29
15243,BGN,BULGAR LEVASI,9.8193,9.9478,,,1.8850,,2022-11-29
15244,RON,RUMEN LEYİ,3.9027,3.9537,,,4.7428,,2022-11-29
15245,RUB,RUS RUBLESİ,0.30330,0.30727,,,61.03,,2022-11-29
15246,IRR,İRAN RİYALİ,0.04407,0.04465,,,42000,,2022-11-29
15247,CNY,ÇİN YUANI,2.5825,2.6163,,,7.1674,,2022-11-29
15248,PKR,PAKİSTAN RUPİSİ,0.08242,0.08350,,,224.58,,2022-11-29
15249,QAR,KATAR RİYALİ,5.0638,5.1301,,,3.6553,,2022-11-29
15250,KRW,GÜNEY KORE WONU,0.01395,0.01413,,,1327,,2022-11-29
15251,AZN,AZERBAYCAN YENİ MANATI,10.8848,11.0273,,,1.7005,,2022-11-29
15252,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.4825,,,,,1.31371,2022-11-30
15253,USD,ABD DOLARI,18.6194,18.6530,18.6064,18.6810,,,2022-11-30
15254,AZN,AZERBAYCAN YENİ MANATI,10.8896,11.0321,,,1.7003,,2022-11-30
15255,EUR,EURO,19.2824,19.3172,19.2689,19.3462,,1.0356,2022-11-30
15256,GBP,İNGİLİZ STERLİNİ,22.2842,22.4004,22.2686,22.4340,,1.1989,2022-11-30
15257,CHF,İSVİÇRE FRANGI,19.5276,19.6529,19.4983,19.6824,0.9513,,2022-11-30
15258,SEK,İSVEÇ KRONU,1.7569,1.7751,1.7557,1.7792,10.55,,2022-11-30
15259,CAD,KANADA DOLARI,13.7280,13.7899,13.6772,13.8423,1.3545,,2022-11-30
15260,KWD,KUVEYT DİNARI,60.1549,60.9420,59.2525,61.8561,,3.2490,2022-11-30
15261,NOK,NORVEÇ KRONU,1.8659,1.8785,1.8646,1.8828,9.9541,,2022-11-30
15262,SAR,SUUDİ ARABİSTAN RİYALİ,4.9528,4.9618,4.9157,4.9990,3.7593,,2022-11-30
