Fon Kodu	Tarih	Attribute	Value
ANZ	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
ANZ	2024-02-04	Min. Alış İşlem Miktarı	10
ANZ	2024-02-04	Min. Satış İşlem Miktarı	10
ANZ	2024-02-04	Son İşlem Saati	17:30
ANZ	2024-02-04	ISIN Kodu	TRYATAP00039
ANZ	2024-02-04	Fonun Faiz İçeriği	
ANZ	2024-02-04	Fonun Risk Değeri	
ANZ	2024-02-04	Fon Satış Valörü	3.0
AOJ	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
AOJ	2024-02-04	Min. Alış İşlem Miktarı	1
AOJ	2024-02-04	Fon Satış Valörü	2.0
AOJ	2024-02-04	Max. Satış İşlem Miktarı	
AOJ	2024-02-04	Max. Alış İşlem Miktarı	
AOJ	2024-02-04	Fonun Faiz İçeriği	
AOJ	2024-02-04	İşlem Başlangıç Saati	09:00
AOJ	2024-02-04	Giriş Komisyonu	
AOJ	2024-02-04	Çıkış Komisyonu	
AOJ	2024-02-04	Son İşlem Saati	17:30
AOJ	2024-02-04	Fonun Risk Değeri	6
AOJ	2024-02-04	Min. Satış İşlem Miktarı	1
AOJ	2024-02-04	Kodu	AOJ
AOJ	2024-02-04	Fon Alış Valörü	1.0
AOJ	2024-02-04	ISIN Kodu	TRYALBT00135
AOY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
AOY	2024-02-04	Son İşlem Saati	17:45
AOY	2024-02-04	ISIN Kodu	TRYAKBK00029
AOY	2024-02-04	Kodu	AOY
AOY	2024-02-04	Max. Satış İşlem Miktarı	90.000.000.000
AOY	2024-02-04	Fonun Faiz İçeriği	
AOY	2024-02-04	Fon Satış Valörü	3.0
AOY	2024-02-04	Max. Alış İşlem Miktarı	90.000.000.000
AOY	2024-02-04	Fon Alış Valörü	1.0
AOY	2024-02-04	Min. Satış İşlem Miktarı	1
AOY	2024-02-04	Giriş Komisyonu	
AOY	2024-02-04	Fonun Risk Değeri	6
AOY	2024-02-04	Çıkış Komisyonu	
AOY	2024-02-04	İşlem Başlangıç Saati	09:00
AOY	2024-02-04	Min. Alış İşlem Miktarı	1
APJ	2024-02-04	Fonun Faiz İçeriği	
APJ	2024-02-04	Çıkış Komisyonu	
APJ	2024-02-04	Max. Alış İşlem Miktarı	900.000.000.000
APJ	2024-02-04	Son İşlem Saati	17:45
APJ	2024-02-04	Giriş Komisyonu	
APJ	2024-02-04	İşlem Başlangıç Saati	09:00
APJ	2024-02-04	ISIN Kodu	TRYAKPO00351
APJ	2024-02-04	Min. Alış İşlem Miktarı	1
APJ	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
APJ	2024-02-04	Fonun Risk Değeri	6
APJ	2024-02-04	Fon Alış Valörü	1.0
APJ	2024-02-04	Max. Satış İşlem Miktarı	900.000.000.000
APJ	2024-02-04	Min. Satış İşlem Miktarı	1
APJ	2024-02-04	Fon Satış Valörü	3.0
APJ	2024-02-04	Kodu	APJ
APT	2024-02-04	Fonun Faiz İçeriği	
APT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
APT	2024-02-04	Giriş Komisyonu	
APT	2024-02-04	Fon Alış Valörü	1.0
APT	2024-02-04	İşlem Başlangıç Saati	09:00
APT	2024-02-04	Son İşlem Saati	17:45
APT	2024-02-04	Max. Alış İşlem Miktarı	90.000.000.000
APT	2024-02-04	ISIN Kodu	TRYAKBK00060
APT	2024-02-04	Min. Satış İşlem Miktarı	1
APT	2024-02-04	Fonun Risk Değeri	3
APT	2024-02-04	Max. Satış İşlem Miktarı	90.000.000.000
APT	2024-02-04	Fon Satış Valörü	1.0
APT	2024-02-04	Kodu	APT
APT	2024-02-04	Min. Alış İşlem Miktarı	1
APT	2024-02-04	Çıkış Komisyonu	
ARE	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
ARE	2024-02-04	Max. Alış İşlem Miktarı	9.999.999.999.999
ARE	2024-02-04	Kodu	ARE
ARE	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999.999
ARE	2024-02-04	ISIN Kodu	TRYGRAN00498
ARE	2024-02-04	Çıkış Komisyonu	
ARE	2024-02-04	Son İşlem Saati	13:30
ARE	2024-02-04	Min. Satış İşlem Miktarı	1
ARE	2024-02-04	Min. Alış İşlem Miktarı	1
ARE	2024-02-04	Fon Satış Valörü	3.0
ARE	2024-02-04	İşlem Başlangıç Saati	09:00
ARE	2024-02-04	Giriş Komisyonu	
ARE	2024-02-04	Fonun Risk Değeri	
ARE	2024-02-04	Fon Alış Valörü	1.0
ARE	2024-02-04	Fonun Faiz İçeriği	
ARL	2024-02-04	İşlem Başlangıç Saati	09:00
ARL	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
ARL	2024-02-04	Max. Alış İşlem Miktarı	90.000.000.000
ARL	2024-02-04	Fonun Faiz İçeriği	
ARL	2024-02-04	Min. Satış İşlem Miktarı	1
ARL	2024-02-04	Fon Alış Valörü	1.0
ARL	2024-02-04	Max. Satış İşlem Miktarı	90.000.000.000
ARL	2024-02-04	Son İşlem Saati	17:45
ARL	2024-02-04	Giriş Komisyonu	
ARL	2024-02-04	ISIN Kodu	TRYAKPO00062
ARL	2024-02-04	Çıkış Komisyonu	
ARL	2024-02-04	Fon Satış Valörü	2.0
ARL	2024-02-04	Fonun Risk Değeri	
ARL	2024-02-04	Min. Alış İşlem Miktarı	1
ARL	2024-02-04	Kodu	ARL
ARM	2024-02-04	Kodu	ARM
ARM	2024-02-04	Max. Satış İşlem Miktarı	90.000.000.000
ARM	2024-02-04	Min. Satış İşlem Miktarı	1
ARM	2024-02-04	Son İşlem Saati	17:45
ARM	2024-02-04	Max. Alış İşlem Miktarı	90.000.000.000
ARM	2024-02-04	İşlem Başlangıç Saati	09:00
ARM	2024-02-04	Çıkış Komisyonu	
ARM	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
ARM	2024-02-04	Fon Alış Valörü	1.0
ARM	2024-02-04	Fonun Faiz İçeriği	
ARM	2024-02-04	Giriş Komisyonu	
ARM	2024-02-04	Fonun Risk Değeri	
ARM	2024-02-04	Fon Satış Valörü	2.0
ARM	2024-02-04	ISIN Kodu	TRYAKPO00054
ARM	2024-02-04	Min. Alış İşlem Miktarı	1
AS1	2024-02-04	Fonun Risk Değeri	3
AS1	2024-02-04	Çıkış Komisyonu	
AS1	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
AS1	2024-02-04	Min. Alış İşlem Miktarı	1
AS1	2024-02-04	Min. Satış İşlem Miktarı	1
AS1	2024-02-04	Max. Satış İşlem Miktarı	
AS1	2024-02-04	Kodu	AS1
AS1	2024-02-04	Fon Satış Valörü	3.0
AS1	2024-02-04	Fonun Faiz İçeriği	
AS1	2024-02-04	Max. Alış İşlem Miktarı	
AS1	2024-02-04	Giriş Komisyonu	
AS1	2024-02-04	İşlem Başlangıç Saati	09:00
AS1	2024-02-04	Fon Alış Valörü	1.0
AS1	2024-02-04	ISIN Kodu	TRYALBT00176
AS1	2024-02-04	Son İşlem Saati	16:00
ASJ	2024-02-04	Fon Satış Valörü	2.0
ASJ	2024-02-04	İşlem Başlangıç Saati	09:00
ASJ	2024-02-04	Son İşlem Saati	17:45
ASJ	2024-02-04	Giriş Komisyonu	
ASJ	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
ASJ	2024-02-04	Fon Alış Valörü	1.0
ASJ	2024-02-04	Fonun Risk Değeri	6
ASJ	2024-02-04	Kodu	ASJ
ASJ	2024-02-04	ISIN Kodu	TRYMKFT00273
ASJ	2024-02-04	Çıkış Komisyonu	
ASJ	2024-02-04	Min. Alış İşlem Miktarı	1
ASJ	2024-02-04	Max. Satış İşlem Miktarı	
ASJ	2024-02-04	Max. Alış İşlem Miktarı	
ASJ	2024-02-04	Min. Satış İşlem Miktarı	1
ASJ	2024-02-04	Fonun Faiz İçeriği	
AUT	2024-02-04	Min. Alış İşlem Miktarı	1
AUT	2024-02-04	Fon Satış Valörü	1.0
AUT	2024-02-04	Son İşlem Saati	17:30
AUT	2024-02-04	Min. Satış İşlem Miktarı	1
AUT	2024-02-04	ISIN Kodu	TRYATAM00044
AUT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
AUT	2024-02-04	Kodu	AUT
AUT	2024-02-04	Çıkış Komisyonu	
AUT	2024-02-04	Fonun Risk Değeri	3
AUT	2024-02-04	Fonun Faiz İçeriği	
AUT	2024-02-04	Giriş Komisyonu	
AUT	2024-02-04	Max. Alış İşlem Miktarı	
AUT	2024-02-04	Fon Alış Valörü	1.0
AUT	2024-02-04	İşlem Başlangıç Saati	09:00
AUT	2024-02-04	Max. Satış İşlem Miktarı	
AYA	2024-02-04	Min. Alış İşlem Miktarı	1
AYA	2024-02-04	ISIN Kodu	TRMAATWWWWW8
AYA	2024-02-04	Kodu	AYA
AYA	2024-02-04	Min. Satış İşlem Miktarı	1
AYA	2024-02-04	Giriş Komisyonu	
AYA	2024-02-04	İşlem Başlangıç Saati	09:00
AYA	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
AYA	2024-02-04	Fon Satış Valörü	2.0
AYA	2024-02-04	Fonun Faiz İçeriği	
AYA	2024-02-04	Çıkış Komisyonu	
AYA	2024-02-04	Fonun Risk Değeri	6
AYA	2024-02-04	Son İşlem Saati	17:30
AYA	2024-02-04	Max. Satış İşlem Miktarı	
AYA	2024-02-04	Fon Alış Valörü	1.0
AYA	2024-02-04	Max. Alış İşlem Miktarı	
AYR	2024-02-04	Fonun Risk Değeri	1
AYR	2024-02-04	Son İşlem Saati	17:45
AYR	2024-02-04	Çıkış Komisyonu	
AYR	2024-02-04	Min. Satış İşlem Miktarı	1
AYR	2024-02-04	Max. Alış İşlem Miktarı	90.000.000.000
AYR	2024-02-04	Min. Alış İşlem Miktarı	1
AYR	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
AYR	2024-02-04	Giriş Komisyonu	
AYR	2024-02-04	Fon Satış Valörü	1.0
AYR	2024-02-04	Max. Satış İşlem Miktarı	90.000.000.000
AYR	2024-02-04	Kodu	AYR
AYR	2024-02-04	İşlem Başlangıç Saati	09:00
AYR	2024-02-04	ISIN Kodu	TRYAKBK00722
AYR	2024-02-04	Fonun Faiz İçeriği	
AYR	2024-02-04	Fon Alış Valörü	1.0
BBF	2024-02-04	Fonun Risk Değeri	2
BBF	2024-02-04	Max. Satış İşlem Miktarı	
BBF	2024-02-04	Fon Satış Valörü	2.0
BBF	2024-02-04	Kodu	BBF
BBF	2024-02-04	İşlem Başlangıç Saati	09:00
BBF	2024-02-04	Giriş Komisyonu	
BBF	2024-02-04	Min. Satış İşlem Miktarı	1
BBF	2024-02-04	Min. Alış İşlem Miktarı	1
BBF	2024-02-04	Çıkış Komisyonu	
BBF	2024-02-04	Max. Alış İşlem Miktarı	
BBF	2024-02-04	Fonun Faiz İçeriği	
BBF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BBF	2024-02-04	ISIN Kodu	TRYA1PY00222
BBF	2024-02-04	Son İşlem Saati	17:45
BBF	2024-02-04	Fon Alış Valörü	1.0
BDC	2024-02-04	Giriş Komisyonu	
BDC	2024-02-04	Kodu	BDC
BDC	2024-02-04	ISIN Kodu	TRYTALP00077
BDC	2024-02-04	İşlem Başlangıç Saati	09:30
BDC	2024-02-04	Max. Satış İşlem Miktarı	
BDC	2024-02-04	Fon Alış Valörü	1.0
BDC	2024-02-04	Fonun Faiz İçeriği	
BDC	2024-02-04	Fon Satış Valörü	3.0
BDC	2024-02-04	Çıkış Komisyonu	
BDC	2024-02-04	Min. Alış İşlem Miktarı	100
BDC	2024-02-04	Son İşlem Saati	13:30
BDC	2024-02-04	Max. Alış İşlem Miktarı	
BDC	2024-02-04	Fonun Risk Değeri	
BDC	2024-02-04	Min. Satış İşlem Miktarı	100
BDC	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BGP	2024-02-04	Fonun Risk Değeri	1
BGP	2024-02-04	İşlem Başlangıç Saati	09:00
BGP	2024-02-04	Fon Satış Valörü	0.0
BGP	2024-02-04	Max. Alış İşlem Miktarı	90.000.000.000
BGP	2024-02-04	Giriş Komisyonu	
BGP	2024-02-04	Fon Alış Valörü	0.0
BGP	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BGP	2024-02-04	Min. Satış İşlem Miktarı	1
BGP	2024-02-04	Min. Alış İşlem Miktarı	1
BGP	2024-02-04	Son İşlem Saati	13:30
BGP	2024-02-04	ISIN Kodu	TRYAKPO00625
BGP	2024-02-04	Kodu	BGP
BGP	2024-02-04	Çıkış Komisyonu	
BGP	2024-02-04	Max. Satış İşlem Miktarı	900.000.000.000
BGP	2024-02-04	Fonun Faiz İçeriği	
BHF	2024-02-04	İşlem Başlangıç Saati	09:00
BHF	2024-02-04	ISIN Kodu	TRYA1PY00214
BHF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BHF	2024-02-04	Kodu	BHF
BHF	2024-02-04	Giriş Komisyonu	
BHF	2024-02-04	Fonun Faiz İçeriği	
BHF	2024-02-04	Fon Alış Valörü	1.0
BHF	2024-02-04	Fonun Risk Değeri	5
BHF	2024-02-04	Max. Satış İşlem Miktarı	
BHF	2024-02-04	Fon Satış Valörü	2.0
BHF	2024-02-04	Min. Satış İşlem Miktarı	1
BHF	2024-02-04	Çıkış Komisyonu	
BHF	2024-02-04	Son İşlem Saati	17:45
BHF	2024-02-04	Min. Alış İşlem Miktarı	1
BHF	2024-02-04	Max. Alış İşlem Miktarı	
BHI	2024-02-04	Son İşlem Saati	17:30
BHI	2024-02-04	Fon Alış Valörü	1.0
BHI	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BHI	2024-02-04	Min. Satış İşlem Miktarı	1
BHI	2024-02-04	Çıkış Komisyonu	
BHI	2024-02-04	Min. Alış İşlem Miktarı	1
BHI	2024-02-04	Max. Alış İşlem Miktarı	
BHI	2024-02-04	Giriş Komisyonu	
BHI	2024-02-04	ISIN Kodu	TRYBVPY00058
BHI	2024-02-04	Fon Satış Valörü	2.0
BHI	2024-02-04	Kodu	BHI
BHI	2024-02-04	Fonun Risk Değeri	7
BHI	2024-02-04	Fonun Faiz İçeriği	
BHI	2024-02-04	İşlem Başlangıç Saati	09:00
BHI	2024-02-04	Max. Satış İşlem Miktarı	
BID	2024-02-04	Fon Alış Valörü	1.0
BID	2024-02-04	Fonun Faiz İçeriği	
BID	2024-02-04	Min. Satış İşlem Miktarı	1
BID	2024-02-04	Max. Satış İşlem Miktarı	
BID	2024-02-04	Max. Alış İşlem Miktarı	
BID	2024-02-04	ISIN Kodu	TRYFIPO00578
BID	2024-02-04	Çıkış Komisyonu	
BID	2024-02-04	Fonun Risk Değeri	6
BID	2024-02-04	Fon Satış Valörü	2.0
BID	2024-02-04	Giriş Komisyonu	
BID	2024-02-04	İşlem Başlangıç Saati	09:00
BID	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BID	2024-02-04	Min. Alış İşlem Miktarı	1
BID	2024-02-04	Kodu	BID
BID	2024-02-04	Son İşlem Saati	17:30
BIH	2024-02-04	Fonun Faiz İçeriği	
BIH	2024-02-04	ISIN Kodu	TRYA1PY00198
BIH	2024-02-04	Min. Alış İşlem Miktarı	1
BIH	2024-02-04	Max. Alış İşlem Miktarı	
BIH	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BIH	2024-02-04	Son İşlem Saati	17:45
BIH	2024-02-04	Fon Alış Valörü	1.0
BIH	2024-02-04	Fonun Risk Değeri	6
BIH	2024-02-04	Max. Satış İşlem Miktarı	
BIH	2024-02-04	Giriş Komisyonu	
BIH	2024-02-04	Fon Satış Valörü	2.0
BIH	2024-02-04	Çıkış Komisyonu	
BIH	2024-02-04	Min. Satış İşlem Miktarı	1
BIH	2024-02-04	Kodu	BIH
BIH	2024-02-04	İşlem Başlangıç Saati	09:00
BIO	2024-02-04	Son İşlem Saati	17:45
BIO	2024-02-04	Max. Alış İşlem Miktarı	
BIO	2024-02-04	Min. Satış İşlem Miktarı	1
BIO	2024-02-04	Kodu	BIO
BIO	2024-02-04	Fonun Faiz İçeriği	
BIO	2024-02-04	Çıkış Komisyonu	
BIO	2024-02-04	Fon Alış Valörü	1.0
BIO	2024-02-04	ISIN Kodu	TRYISPO01322
BIO	2024-02-04	Fonun Risk Değeri	6
BIO	2024-02-04	Giriş Komisyonu	
BIO	2024-02-04	İşlem Başlangıç Saati	09:00
BIO	2024-02-04	Max. Satış İşlem Miktarı	
BIO	2024-02-04	Fon Satış Valörü	2.0
BIO	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BIO	2024-02-04	Min. Alış İşlem Miktarı	1
BST	2024-02-04	Max. Alış İşlem Miktarı	
BST	2024-02-04	Kodu	BST
BST	2024-02-04	Çıkış Komisyonu	
BST	2024-02-04	Son İşlem Saati	17:45
BST	2024-02-04	Fon Satış Valörü	2.0
BST	2024-02-04	Fonun Faiz İçeriği	
BST	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BST	2024-02-04	Fon Alış Valörü	1.0
BST	2024-02-04	Min. Alış İşlem Miktarı	1
BST	2024-02-04	Max. Satış İşlem Miktarı	
BST	2024-02-04	Min. Satış İşlem Miktarı	1
BST	2024-02-04	ISIN Kodu	TRYA1PY00149
BST	2024-02-04	Fonun Risk Değeri	7
BST	2024-02-04	İşlem Başlangıç Saati	09:00
BST	2024-02-04	Giriş Komisyonu	
BTE	2024-02-04	Fonun Risk Değeri	6
BTE	2024-02-04	Min. Alış İşlem Miktarı	1
BTE	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BTE	2024-02-04	Fon Alış Valörü	1.0
BTE	2024-02-04	Çıkış Komisyonu	
BTE	2024-02-04	Kodu	BTE
BTE	2024-02-04	Fonun Faiz İçeriği	
BTE	2024-02-04	İşlem Başlangıç Saati	09:00
BTE	2024-02-04	Son İşlem Saati	17:30
BTE	2024-02-04	Fon Satış Valörü	3.0
BTE	2024-02-04	Giriş Komisyonu	
BTE	2024-02-04	Max. Alış İşlem Miktarı	
BTE	2024-02-04	ISIN Kodu	TRYBVPY00025
BTE	2024-02-04	Min. Satış İşlem Miktarı	1
BTE	2024-02-04	Max. Satış İşlem Miktarı	
BUL	2024-02-04	Fonun Faiz İçeriği	
BUL	2024-02-04	Min. Alış İşlem Miktarı	1
BUL	2024-02-04	Max. Alış İşlem Miktarı	
BUL	2024-02-04	Giriş Komisyonu	
BUL	2024-02-04	Çıkış Komisyonu	
BUL	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BUL	2024-02-04	Min. Satış İşlem Miktarı	1
BUL	2024-02-04	Fon Satış Valörü	2.0
BUL	2024-02-04	Max. Satış İşlem Miktarı	
BUL	2024-02-04	Fon Alış Valörü	1.0
BUL	2024-02-04	Fonun Risk Değeri	7
BUL	2024-02-04	İşlem Başlangıç Saati	09:00
BUL	2024-02-04	Kodu	BUL
BUL	2024-02-04	ISIN Kodu	TRYMKFT00315
BUL	2024-02-04	Son İşlem Saati	17:45
BUY	2024-02-04	Giriş Komisyonu	
BUY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BUY	2024-02-04	ISIN Kodu	TRYAKPO01516
BUY	2024-02-04	Max. Alış İşlem Miktarı	90.000.000.000
BUY	2024-02-04	Min. Satış İşlem Miktarı	1
BUY	2024-02-04	İşlem Başlangıç Saati	09:00
BUY	2024-02-04	Fon Alış Valörü	1.0
BUY	2024-02-04	Çıkış Komisyonu	
BUY	2024-02-04	Fonun Faiz İçeriği	
BUY	2024-02-04	Son İşlem Saati	17:45
BUY	2024-02-04	Min. Alış İşlem Miktarı	1
BUY	2024-02-04	Fonun Risk Değeri	6
BUY	2024-02-04	Kodu	BUY
BUY	2024-02-04	Fon Satış Valörü	2.0
BUY	2024-02-04	Max. Satış İşlem Miktarı	90.000.000.000
BVM	2024-02-04	Min. Alış İşlem Miktarı	1
BVM	2024-02-04	Çıkış Komisyonu	
BVM	2024-02-04	Kodu	BVM
BVM	2024-02-04	Fonun Faiz İçeriği	
BVM	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BVM	2024-02-04	Fon Satış Valörü	2.0
BVM	2024-02-04	Fonun Risk Değeri	6
BVM	2024-02-04	Min. Satış İşlem Miktarı	1
BVM	2024-02-04	ISIN Kodu	TRYALBT00010
BVM	2024-02-04	Max. Alış İşlem Miktarı	
BVM	2024-02-04	İşlem Başlangıç Saati	09:00
BVM	2024-02-04	Fon Alış Valörü	1.0
BVM	2024-02-04	Max. Satış İşlem Miktarı	
BVM	2024-02-04	Giriş Komisyonu	
BVM	2024-02-04	Son İşlem Saati	17:30
BVV	2024-02-04	Kodu	BVV
BVV	2024-02-04	Fonun Faiz İçeriği	
BVV	2024-02-04	Min. Satış İşlem Miktarı	1
BVV	2024-02-04	Max. Satış İşlem Miktarı	
BVV	2024-02-04	Fonun Risk Değeri	
BVV	2024-02-04	Fon Satış Valörü	3.0
BVV	2024-02-04	ISIN Kodu	TRYBVPY00041
BVV	2024-02-04	İşlem Başlangıç Saati	09:00
BVV	2024-02-04	Min. Alış İşlem Miktarı	1
BVV	2024-02-04	Son İşlem Saati	17:30
BVV	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
BVV	2024-02-04	Fon Alış Valörü	1.0
BVV	2024-02-04	Giriş Komisyonu	
BVV	2024-02-04	Çıkış Komisyonu	
BVV	2024-02-04	Max. Alış İşlem Miktarı	
CKS	2024-02-04	İşlem Başlangıç Saati	09:00
CKS	2024-02-04	Max. Alış İşlem Miktarı	
CKS	2024-02-04	Çıkış Komisyonu	
CKS	2024-02-04	Fon Alış Valörü	1.0
CKS	2024-02-04	Max. Satış İşlem Miktarı	
CKS	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
CKS	2024-02-04	Fonun Faiz İçeriği	
CKS	2024-02-04	Min. Alış İşlem Miktarı	1
CKS	2024-02-04	ISIN Kodu	TRYISPO01256
CKS	2024-02-04	Son İşlem Saati	17:45
CKS	2024-02-04	Fon Satış Valörü	3.0
CKS	2024-02-04	Fonun Risk Değeri	
CKS	2024-02-04	Kodu	CKS
CKS	2024-02-04	Min. Satış İşlem Miktarı	1
CKS	2024-02-04	Giriş Komisyonu	
CPT	2024-02-04	Fonun Faiz İçeriği	
CPT	2024-02-04	ISIN Kodu	TRYROTP00398
CPT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
CPT	2024-02-04	Min. Satış İşlem Miktarı	1
CPT	2024-02-04	Giriş Komisyonu	
CPT	2024-02-04	Max. Alış İşlem Miktarı	
CPT	2024-02-04	Fon Alış Valörü	1.0
CPT	2024-02-04	İşlem Başlangıç Saati	09:00
CPT	2024-02-04	Max. Satış İşlem Miktarı	
CPT	2024-02-04	Fon Satış Valörü	3.0
CPT	2024-02-04	Fonun Risk Değeri	6
CPT	2024-02-04	Son İşlem Saati	17:30
CPT	2024-02-04	Min. Alış İşlem Miktarı	1
CPT	2024-02-04	Kodu	CPT
CPT	2024-02-04	Çıkış Komisyonu	
CPU	2024-02-04	Kodu	CPU
CPU	2024-02-04	ISIN Kodu	TRYMKFT00323
CPU	2024-02-04	Fon Alış Valörü	1.0
CPU	2024-02-04	Max. Alış İşlem Miktarı	
CPU	2024-02-04	Fonun Faiz İçeriği	
CPU	2024-02-04	Çıkış Komisyonu	
CPU	2024-02-04	İşlem Başlangıç Saati	09:00
CPU	2024-02-04	Min. Alış İşlem Miktarı	1
CPU	2024-02-04	Fon Satış Valörü	3.0
CPU	2024-02-04	Max. Satış İşlem Miktarı	
CPU	2024-02-04	Fonun Risk Değeri	6
CPU	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
CPU	2024-02-04	Giriş Komisyonu	
CPU	2024-02-04	Min. Satış İşlem Miktarı	1
CPU	2024-02-04	Son İşlem Saati	17:45
CVK	2024-02-04	Min. Satış İşlem Miktarı	1
CVK	2024-02-04	Max. Alış İşlem Miktarı	5.000.000
CVK	2024-02-04	Max. Satış İşlem Miktarı	
CVK	2024-02-04	Giriş Komisyonu	
CVK	2024-02-04	ISIN Kodu	TRYGEPO00419
CVK	2024-02-04	Son İşlem Saati	17:45
CVK	2024-02-04	Fon Alış Valörü	1.0
CVK	2024-02-04	Fonun Faiz İçeriği	
CVK	2024-02-04	Fonun Risk Değeri	
CVK	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
CVK	2024-02-04	Min. Alış İşlem Miktarı	1
CVK	2024-02-04	İşlem Başlangıç Saati	09:00
CVK	2024-02-04	Fon Satış Valörü	2.0
CVK	2024-02-04	Kodu	CVK
CVK	2024-02-04	Çıkış Komisyonu	
DAH	2024-02-04	Son İşlem Saati	16:00
DAH	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
DAH	2024-02-04	Max. Satış İşlem Miktarı	100.000.000
DAH	2024-02-04	Çıkış Komisyonu	
DAH	2024-02-04	Min. Alış İşlem Miktarı	100
DAH	2024-02-04	Kodu	DAH
DAH	2024-02-04	ISIN Kodu	TRMDAHWWWWW7
DAH	2024-02-04	İşlem Başlangıç Saati	09:00
DAH	2024-02-04	Max. Alış İşlem Miktarı	100.000.000
DAH	2024-02-04	Giriş Komisyonu	
DAH	2024-02-04	Fonun Risk Değeri	6
DAH	2024-02-04	Min. Satış İşlem Miktarı	100
DAH	2024-02-04	Fon Alış Valörü	1.0
DAH	2024-02-04	Fon Satış Valörü	2.0
DAH	2024-02-04	Fonun Faiz İçeriği	
DAS	2024-02-04	Fonun Risk Değeri	3
DAS	2024-02-04	Min. Satış İşlem Miktarı	1
DAS	2024-02-04	Max. Satış İşlem Miktarı	200.000.000
DAS	2024-02-04	Çıkış Komisyonu	
DAS	2024-02-04	Max. Alış İşlem Miktarı	200.000.000
DAS	2024-02-04	Kodu	DAS
DAS	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
DAS	2024-02-04	Min. Alış İşlem Miktarı	1
DAS	2024-02-04	Son İşlem Saati	16:00
DAS	2024-02-04	Fonun Faiz İçeriği	
DAS	2024-02-04	Fon Satış Valörü	1.0
DAS	2024-02-04	ISIN Kodu	TRYDNZP00892
DAS	2024-02-04	İşlem Başlangıç Saati	09:00
DAS	2024-02-04	Fon Alış Valörü	1.0
DAS	2024-02-04	Giriş Komisyonu	
DBA	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
DBA	2024-02-04	Kodu	DBA
DBA	2024-02-04	Çıkış Komisyonu	
DBA	2024-02-04	Fonun Risk Değeri	6
DBA	2024-02-04	Fon Alış Valörü	1.0
DBA	2024-02-04	Fon Satış Valörü	1.0
DBA	2024-02-04	Son İşlem Saati	16:00
DBA	2024-02-04	Max. Satış İşlem Miktarı	10.000.000
DBA	2024-02-04	ISIN Kodu	TRYDZBK00070
DBA	2024-02-04	Min. Satış İşlem Miktarı	100
DBA	2024-02-04	Fonun Faiz İçeriği	
DBA	2024-02-04	Max. Alış İşlem Miktarı	10.000.000
DBA	2024-02-04	İşlem Başlangıç Saati	09:00
DBA	2024-02-04	Min. Alış İşlem Miktarı	100
DBA	2024-02-04	Giriş Komisyonu	
DBB	2024-02-04	Fonun Risk Değeri	3
DBB	2024-02-04	Max. Satış İşlem Miktarı	5.000.000
DBB	2024-02-04	Min. Satış İşlem Miktarı	100
DBB	2024-02-04	Fonun Faiz İçeriği	
DBB	2024-02-04	İşlem Başlangıç Saati	09:00
DBB	2024-02-04	ISIN Kodu	TRYDZBK00013
